# a day with LA Photographer Daniel Gutierrez -- (Walkie Talkie around the U.S. ep. 8)
# https://www.youtube.com/watch?v=7dgmZX3QPQI
# length 34 min

## DESCRIPTION
The first 500 people to use my link: https://skl.sh/paulieb08241, will get a 1-month free trial of Skillshare premium!

Follow Daniel here: https://www.instagram.com/pleasedontgotohell/

Watch the 1 hour+ extended cut of this video by joining my Patreon community (along with 25+ other extended cuts): https://bit.ly/PaulieBPatreon

Daniel's Gear: 
Fuji XPro 3 (https://amzn.to/3YD9wOp)
Fujifilm XF 18mm f/2 (https://shrsl.com/4mwr5)


--
Do you have film to process? You should send it to the best lab around, Nice Film Club. 
Get 10% off memberships, processing, scanning, film by using code: "NFCPAULIE" 
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub 

--
Buy your next camera at KEH using the link below + get an additional 5% off using code 'PAULIEB24'
https://bit.ly/KEHxPaulieB

You can also sell your gear to KEH and get a bonus 5% back by using code: 'PAULIEB24-SELL'

--
email me here: contact@paulbaldonado.com

mail me stuff here: 
PO BOX 422 
Jersey City NJ 07303

my IG: https://www.instagram.com/paulie.b/

--
Gear used to create this video: 
Video: 
DJI Osmo Pocket 3 (https://amzn.to/3R6Vr7t)
iPhone 15 Pro Max
Mics: 
Rode Wireless Go II (https://amzn.to/3V0QBtt)

--
#streetphotography #fuji #photography

## TRANSCRIPT (seconds  text)
 1786  specifically cuz he's one guy that I
 1788  look at not to get influence of what I
 1790  could shoot in color with landscape but
 1792  to kind of get the idea of like all
 1794  right what was it that he was seeing in
 1797  color cuz I mean if you have um if if
 1800  anybody has his books uncommon Places
 1802  work it's um I think it's all 4X five
 1804  and you know for someone to be shooting
 1805  45 at that time [ __ ]
 1808  expensive very hard process very hard to
 1810  carry I mean I didn't imagine those
 1812  cameras were were a whole lot like
 1815  heavier then or at least just a lot more
 1817  like complicated to use at the
 1821  time
 1823  cuz well now we got digital cameras that
 1825  just shoot color all the time no matter
 1827  what
 1829  and it doesn't take too much effort to
 1832  really just press a [ __ ] button
 1835  anymore but it takes effort to at least
 1837  make something that makes sense to you
 1839  or maybe to somebody else which always
 1842  feels
 1852  nice also now with digital I could kind
 1856  of edit a black white
 1859  file a whole lot more than than I was
 1862  able to with uh with the negatives since
 1865  I was pushing my film to mainly get
 1866  certain settings and for Street for
 1868  Street photos mainly to add f8 to F16 I
 1871  was adding contous to my film um you
 1873  know what that in mind and um and
 1876  knowing that you know this keeps shoo at
 1878  800 I'm going to always get this
 1880  contrast but now with digit since I have
 1882  the freedom to pretty much do whatever I
 1884  want I do take the advantage of it and
 1886  kind of push out like Shadow detail or
 1889  [ __ ] with the highlights [ __ ] [ __ ] with
 1891  the cont other photos I mean I know
 1893  everybody's done it where they grab the
 1895  cont go do some daal [ __ ] just kind of
 1897  see what it
 1902  is I'm jump it's [ __ ] with d also one
 1906  guy that I forgot to mention that I
 1908  really I look through his work a lot
 1910  actually online and through books it's
 1912  um Mark
 1914  steid love Mark ste's work came out with
 1918  the book through Israeli of his France
 1920  work I think from like 1987 or some [ __ ]
 1923  like
 1925  that it's
 1927  good I like it and I love his work sadly
 1931  I don't own the Angel City West work
 1934  which is like contains Los Angeles work
 1935  cuz the Los Angeles work is [ __ ] good
 1938  man he's got like maybe like a few
 1939  photos of that [ __ ] in there it's really
 1942  good oh it's raining finish the
 1945  sentence I take photos because I take
 1948  photos because I can I want to it's
 1953  entertaining and it gives you gives you
 1955  more questions and answers which I to me
 1957  personally it's a lot better cuz I thing
 1959  it makes me kind of want to jump into
 1961  more rabbit holes jump into a rabbit
 1964  hole of like all
 1965  right what can I produce what else can I
 1968  do what else can I spend my time with if
 1971  I could spend my time making photos
 1975  forever however way possible I I I take
 1978  it I would and I think I think you got
 1982  to have fun with it and also enjoy the
 1984  little things about it so yeah that's
 1987  why I take
 1997  photo all right that's going to do it
 1999  for this episode of walkie-talkie Daniel
 2000  thanks for hanging out with me today
 2002  course problem let the people know where
 2004  they can show you some love all right
 2006  man well I mean I'm just mainly on
 2007  Instagram at the moment right now no
 2009  website no nothing else no store um just
 2012  want to say shout out to my mom thank
 2013  you to my family thank you to Robert
 2015  thank you to Justin thank you to Brian
 2018  thank you to all the other leers I've
 2019  met along the way um yeah shout out to
 2023  everybody dude all the homies know who
 2025  they are and I you know I love them I
 2027  appreciate them love my family love
 2028  everybody take care of each other peace
 2031  now when they see us in the streets all
 2033  they want to do is take pi and I'm like
 2036  okay
 2038  [Music]
