# Photographing L.A. with Adali Schell -- Walkie Talkie around the US  ep 6 / Los Angeles
# https://www.youtube.com/watch?v=lXjlicEMJt0
# length 79 min

## DESCRIPTION
Follow Adali: https://www.instagram.com/advli
Adali's site: adalischell.com

Adali's Gear: 
Leica M4 (https://shrsl.com/4lkka)
Makina 67 (https://shrsl.com/4lkhp)

Like, comment, subscribe? 

Watch 40 more minutes of this video by joining my Patreon community (along with 25+ other extended cuts): https://bit.ly/PaulieBPatreon


--
Have film to process? You should send it to the amazing team at Nice Film Club. I even have a discount code for you. 
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub

Get 10% off your first order (including memberships!) with code 'NFCPAULIE' 

--
Support the channel by buying my latest zine: 
https://bit.ly/NOTASWEKNOWIT_ORDER

--
email me here: contact@paulbaldonado.com

mail me stuff here: 
PO BOX 422 
Jersey City NJ 07303

my IG: https://www.instagram.com/paulie.b/

--


Gear used to create this video: 
DJO Osmo Pocket 3
iPhone 15 Pro Max
Rode Wireless Go II 

--
#photography #streetphotography #filmphotography

## TRANSCRIPT (seconds  text)
 2189  Paris or to really have left the Midwest
 2191  anyway she had this crazy life was like
 2195  you know from the small
 2198  town whatever becomes this very
 2201  interesting
 2202  woman and unbeknown to everyone in her
 2206  mid-50s she moved back and she moved
 2209  back single and kind of destroyed after
 2211  this marriage of 30 years with my father
 2213  ended you know that put a lot of
 2214  pressure on me familiarly speaking and
 2216  personally
 2217  [Music]
 2228  [Music]
 2231  so intuitively like anything I mean I
 2233  had my camera and I helped her move back
 2235  home started photographing this kind of
 2237  Journey for her and you know look for
 2240  her going home it's not going home to a
 2242  land of opportunity for say I mean it's
 2244  it's middle of very rural rural
 2248  Ohio she didn't want to move back I know
 2250  she didn't but it was something she felt
 2251  she had to do and I just started taking
 2254  pictures I mean that's it it's about and
 2256  there's these strains of g i again I
 2257  don't want to necessarily reveal too
 2259  much but like there's huge strains of
 2261  grief that run throughout that my
 2263  mother's grief of having lost my father
 2267  and my grandfather my mother's father's
 2270  grief of having lost his wife who is
 2273  like really The Muse of the project that
 2275  being said everyone in that work isn't
 2277  family you know there's plenty of folks
 2278  in our family there's also my sister is
 2280  adopted from Los Angeles living in Ohio
 2283  as like one of the few girls of color
 2286  and
 2287  [Applause]
 2289  I I think of what that experience has to
 2292  be like for her
 2293  and for my mom's family which are like
 2296  you know Irish Catholic
 2299  blonde white
 2301  folks it's very convoluted and I don't
 2303  know I mean I I just try to show up as a
 2306  son and as a grandson and as a brother
 2309  but also I'm showing up with my
 2311  camera it's a long-term thing you know
 2313  what I will say about that is from the
 2316  standpoint just of making generally
 2319  making pictures is you know by kind of
 2323  this incredible Force I realized that
 2325  was something that I had access to you
 2327  know like wow these crazy Midwestern
 2331  Ohio small town interior spaces that
 2333  have the same wallpapers from the' 70s
 2336  that's something that I I haven't
 2338  seen many photographers make work about
 2341  at least even online that's a way for me
 2343  to maybe get away from Hollywood
 2344  Boulevard and you know it's been it's
 2346  been interesting it's been again
 2349  circling trying to really Circle in
 2352  on my life the domain of my life and and
 2355  I'm again blessed cuz it's working and
 2358  because people realize that and then I
 2359  start getting hit up for commissions
 2361  that take me to what I'm already
 2363  exploring it's like hey Adel do you want
 2365  to go photograph this thing that you're
 2367  AB absolutely interested in and already
 2369  making work about like absolutely
 2372  absolutely I'll photograph my friends
 2374  for an entire Summer and the in our cars
 2376  Absolutely I'll go spend 2 months in the
 2379  Los Angeles River what was the process
 2382  in getting I don't say permission but
 2384  getting your family comfortable with you
 2385  taking photos of them to be fully
 2387  transparent with you it's not it's not
 2389  like okay I got permission now I get to
 2391  do what I want anytime it's like it's
 2395  not like I have permission
 2399  indefinitely it's like
 2401  uh it's it's every moment it's something
 2404  that's a question and I mean I'm lucky
 2406  in that my family understands my
 2409  relationship to the camera and it's not
 2410  something I just started a couple years
 2412  ago it's something that I've been doing
 2413  for a very long time there's moments
 2416  where I take photos on my grandfather
 2417  and he gives me a hard time about it and
 2419  I just have to apologize and I hate to
 2423  make anyone uncomfortable that's why I
 2424  like essentially quit street photography
 2426  I hate it some people are really into
 2428  that oh I oh man I had this crazy thing
 2430  happen to me earlier this guy got up in
 2432  my face I just hate it and if that
 2434  happens to me I'm I'm really ashamed and
 2436  embarrassed and and I I struggle to pick
 2439  up a camera again even and it's worse
 2441  when it's with my family it's a dance
 2443  it's less uh gotcha it used to be that
 2447  now it's more like theatrical and that's
 2450  in like the least the least fatti work
 2453  you know and and there golden of course
 2455  like it's just it has to be kind kind of
 2457  like soap opera like theatric
 2460  performative in a very dancerly way what
 2464  about like the community here in La like
 2466  the photography Community sure if you
 2468  were to ask me this 2 years ago I would
 2470  have cried to you about the lack of
 2473  photo Community but now I'm into it I'm
 2476  yeah please don't don't be here I'm
 2478  happy to just be have this wide Lane
 2482  that I get to work in it was it was
 2485  scary it was scary to not have friends
 2487  to turn to and I that's how we met I
 2488  would take trips to New York sometimes
 2490  and um yeah I met Paulie and I met a
 2493  bunch of good friends there and formed a
 2495  whole friendship and would come back to
 2496  LA like you know gosh how I wish this
 2500  existed here and that being said I got
 2502  some buddies I mean just about everyone
 2503  you're making a video with I have a
 2505  relationship to the fear transitioned to
 2507  a feeling of like Liberation like oh
 2509  okay uh this is you know I I could flip
 2513  it on you like how do you operate in a
 2514  place where there's so many people that
 2516  you're bumping into every day day I
 2517  couldn't do that oh my gosh hi nice
 2519  camera what what film are you shooting
 2520  and you know that's great for a while
 2522  and then it isn't I got to make
 2524  Landscapes and I get to make photos of
 2526  my friends and I get to make slides of
 2527  weird things and I get to whatever it's
 2530  all it's it's fine you know I don't feel
 2532  like
 2533  I'm it's pretty available it's I don't
 2536  feel like I'm stepping on people's Turf
 2539  per se so I love it I I love the
 2544  openness a lot of great La photographers
 2547  aren't the person that's making the same
 2550  kind of work for 40 years like John
 2552  devola who I can't believe I didn't
 2553  mention earlier I don't have a book of
 2554  his strangely devola is like my favorite
 2557  I mean you have the dogs chasing his car
 2559  in the desert that's like the most
 2560  beautiful [ __ ] I've ever seen in my life
 2561  like weird Polaroid experimentation he's
 2564  done and you have Zuma of course and you
 2566  have like if you go on this website
 2567  there's like 50 tabs to click on and
 2569  they're
 2570  all absolutely different one is black
 2573  and white on a 35mm camera the next is
 2575  color transparency on large format the
 2577  next is digital the next is composite
 2579  like it's so
 2582  free and maybe that approach is not
 2588  because that's who DVA really is I mean
 2590  not to say it isn't but perhaps it's
 2592  because that's what Los Angeles is
 2594  there's so many versions of it Los
 2596  Angeles is such a convoluted place
 2599  there's so many different kinds of
 2600  identities so many different kinds of
 2603  ways of existing out here it's enormous
 2606  even this City doesn't really have a
 2608  beginning or an end it's surrounded by
 2610  desert it's so
 2613  unbelievable and more recently I'm
 2616  thinking
 2617  about just the fact of life here like
 2621  this place this chaparal environment is
 2623  not designed to have a population of
 2628  like 10 million people or whatever it is
 2630  across LA County we've imported water
 2633  we've done all of these things to Tre
 2634  the highway system and the
 2635  unsustainability of the and all these
 2638  these huge existential questions and the
 2640  summer we have wildfires and flood or
 2643  and and uh you know and in the winters
 2646  we have floods and
 2649  landslides Los Angeles and it might fall
 2651  into the
 2652  ocean this state is like at the
 2654  Forefront of ecological
 2657  disaster and it's so catastrophic but
 2660  also it
 2661  is as a photographer I mean what is more
 2664  interesting than making work in a place
 2666  like that that's what interesting to me
 2668  it used to be old New York or whatever
 2670  but man LA today is where it's at the
 2674  sunlight is
 2676  [Applause]
 2679  [Music]
 2681  [Applause]
 2688  [Music]
 2690  blinding
 2692  ticket
 2694  yes no tickets
 2697  here we
 2699  [Music]
 2704  go generally when I'm shooting I'm
 2707  always heading east okay the Northeast
 2710  is my favorite place to take pictures in
 2713  the light is
 2715  superb and it gets really hilly over
 2717  there in a way that's really inspiring
 2719  to me can you talk about how you make a
 2721  living as a photographer and how that
 2723  came to be sure yeah I I'm in a very for
 2727  position to be working as a
 2731  photographer um most of the commissions
 2733  I take are
 2735  editorial sometimes I get a commercial
 2737  job which is really nice uh this is
 2739  something that I've wondered about since
 2741  before I was working it was felt like
 2743  this big kind of question mark and I'd
 2746  seen people work around me I'd had kind
 2748  of Heroes that were making great work
 2751  but those answers weren't that
 2755  obvious and
 2757  it has to be every person's dream and it
 2760  was conflicting to me like why why that
 2764  wasn't why that wasn't googleable per se
 2768  I can tell you exactly how it happened
 2769  for me there's this online thing that I
 2771  heard about called the New York
 2773  portfolio
 2774  review which is basically this open call
 2776  for photographers to submit their work
 2779  and if you get selected to be a part of
 2781  this you get a meet with a bunch of
 2783  photo
 2784  editors so I had like heard about it and
 2786  forgot about about it and remembered and
 2788  it happened to be the night that it was
 2789  due and sent in some pictures I'd made
 2792  in La sent in some pictures I'd shot in
 2794  Ohio unbeknownst to me I got selected
 2798  along with like I think it's something
 2799  like 80 other photographers and it was
 2801  this is two years ago I had a virtual
 2804  meeting I had to uh I was sent in
 2808  advance who the editors would be and I
 2809  was able to send in like five or 10 or
 2812  whatever that were my favorite editors
 2814  or the ones that I would most preferably
 2816  meet with had eight meetings and out of
 2818  those eight two of them went really well
 2821  and like 2 weeks later I started getting
 2823  I got my first call was for the Wall
 2825  Street Journal for the movie morbius
 2828  that had come out you know it it it is
 2830  generally a a small world of of
 2833  photographers who are I guess working
 2836  editorially so once I you know the the
 2839  first job I took helped me get the
 2842  second job I took which helped me get
 2844  the third job I took and then it kind of
 2845  started to snowball
 2847  um that being said you know I'm not
 2849  working more than I'm not getting more
 2851  than a few calls a month so by no means
 2855  am I like living comfortably but I don't
 2858  really care and I'm you know I'm young
 2861  and I love this and it's it's something
 2863  I've again wanted to do forever and ever
 2867  so
 2870  um but it was really it was really
 2872  credit to the portfolio review which
 2874  really really enabled that but but I
 2877  also want to say that and I want to be
 2879  careful saying this but I didn't see
 2882  what was past that and I think I had
 2885  just like working photographer I just
 2886  want to work I just want to shoot for
 2887  the times I just want to get these kind
 2888  of calls I want to be like a
 2890  photojournalist maybe I don't know um
 2893  once I got those first calls and I
 2895  realized I was I was doing the thing
 2897  that I'd always wanted to do I had a
 2899  hard time imagining what was next and I
 2902  don't think I fully realized well dang
 2905  there's a whole thing artistically that
 2906  I hone in and with prints and
 2908  exhibitions and books and that needs
 2911  attention and like that I'm figuring out
 2913  still
 2914  but the working photographer thing is
 2916  you know the the great thing about
 2919  photography is that it exists in so many
 2921  domains it exists as a trade it exists
 2925  as an art
 2926  form it exists superficially and it
 2929  exists with great meaning and whatever
 2933  it's uncomfortable I mean but again I'm
 2934  not I'm not on payroll I don't know when
 2937  my next check is so I get a a check and
 2941  I rock with it for as long as I can and
 2943  another thing that I had no idea about
 2945  into Lake Gotham is
 2947  that working for the times and for
 2950  various newspapers or
 2953  magazines they really don't pay that
 2955  excellently
 2956  so to make rent you need many calls a
 2959  month it's like $400 a gig $500 a gig um
 2964  that's awesome but to depend on is
 2967  really
 2968  tricky um what I'm figuring out for
 2972  myself is the way the photographers
 2974  really you really are able to pay your
 2976  bills is from commercial goods and
 2980  strangely the jobs that I as a
 2984  photographer have less say on or less
 2986  control over are the ones that are
 2988  higher pay what about advice for
 2990  somebody that wants to do commission
 2992  work or commercial or editorial work
 2995  like that yeah sure who probably won't
 2997  like say doesn't get the New York
 2999  portfolio review right like what steps
 3001  they can take to like work towards that
 3004  first and
 3005  foremost you know this is like so silly
 3008  but I wouldn't be in the position I'm in
 3011  as a specifically as a working
 3013  photographer if it wasn't for
 3015  Instagram and that's like so silly and
 3017  kind of nerdy to say but it's absolutely
 3021  true posting photos online MH just out
 3025  of because that's what we do
 3028  today absolutely enabled me to work
 3032  that's how editors started to find out
 3033  that's why I meant you that's how I mean
 3035  we are if you're watching this you are
 3038  most likely also a part of this weird
 3042  Zeitgeist cultural
 3044  virtual way of coming together kind of
 3048  having an Instagram account sharing your
 3050  photos sharing pictures on lomography
 3053  sharing whatever the the outlet is
 3058  um you know I had friends I have friends
 3061  who don't want to share things and
 3063  that's fine but then people aren't going
 3065  to see it yet and look I I mean I was 20
 3069  when I was getting my first call for the
 3071  New York Times I felt
 3073  totally not qualified I mean I didn't
 3077  have a degree I hadn't my work
 3079  experience was like
 3081  nothing and yet I'm getting calls
 3084  competing with anyone competing getting
 3086  calls over my favorite photographer who
 3088  reaches out to me oh you got that I good
 3090  great job I I wanted that call too like
 3094  crazy I'm not saying to post your
 3096  pictures on
 3098  Instagram I'm just saying that it helped
 3100  me
 3102  so yeah portfolio reviews there's things
 3107  out there how how do you know about
 3109  those through
 3111  Instagram because someone posted on
 3113  their story New York portfolio review
 3115  who I don't know but they're credited
 3116  whoever did that from helped me [ __ ]
 3120  inadvertently like what else I mean look
 3123  I've gone to college so I have a I'm
 3124  going to have a BFA in June Bachelor of
 3127  Fine Arts has that helped me so
 3131  far like maybe a little bit plenty of
 3134  folks go to college to get their MFA you
 3136  know and I don't know if that helps with
 3137  being a working photographer as much as
 3138  that's about being an artist who gets to
 3140  show at museums and exhibitions and I'm
 3143  not in that boat at all but I'm hoping
 3145  to be you know when I think about my
 3147  work I think about it in that context I
 3150  don't want to just be a working
 3152  photographer I wan to you know yeah I
 3154  want to have books I want to be in the
 3156  Bellows Gallery in San Diego and Rose
 3159  Gallery in Santa Monica I'm all into
 3161  that you know for sure in
 3165  the uh I believe late 30s early 40s the
 3170  river system was entirely lined with
 3174  concrete
 3177  and there was a this is a misconception
 3180  about the LA River and the varying
 3183  Rivers San Gabriel or Roo that run
 3186  through all of Greater Los Angeles but
 3189  those Rivers already existed um however
 3194  there was a flood in the late 30s that
 3195  was I guess so
 3197  powerful like killed a lot of people and
 3199  displaced a lot of people that still to
 3202  this day I believe it is the largest
 3205  project ever undertook by the city
 3207  corpse of Engineers and they lined the
 3210  entire basically river system of Los
 3212  Angeles specifically the LA River with
 3216  concrete and two summers ago I was
 3219  commissioned by New York Times magazine
 3221  to spend like two months on the river
 3224  and uh you know the LA River is like 51
 3226  mil long it's this massive massive
 3229  massive thing and I just spent
 3232  essentially all day every day for two
 3234  months
 3235  straight and In the Heat of the summer
 3238  just boiling in the afternoon sun with
 3241  my
 3243  cameras um and it was exceptional it was
 3246  a dream assignment it was so challenging
 3250  and the river is really toxic there a
 3252  lot of really toxic
 3254  runoff uh we about to drive by it which
 3257  is why I'm mentioning it and all of that
 3259  concrete just reflects that light into
 3262  your eyes I mean it was like blinding
 3263  and the water in the summer is so
 3267  hardly almost
 3269  non-existent that what is there it just
 3271  gets baked in the Sun and it's just
 3274  become so stinky in some parts
 3276  especially south of downtown where
 3278  there's like you know tox toxic
 3282  runoff I mean I just I would be BN my
 3285  sinus would be burning my eyes would be
 3287  watering that project while I'm happy
 3289  with the work I
 3290  made I wasn't quite I felt like I could
 3294  have done it better you know there was
 3295  something about it I I was doing 35 I
 3298  was doing 6X
 3300  S I felt kind of I don't want to say all
 3303  over the place but I felt maybe a little
 3305  UND undecided about it anyway I've been
 3309  revisiting it recently as we've been
 3311  getting these rains in the winter we've
 3313  been getting like La last winter in
 3316  2023 we were getting really really
 3318  extreme rain and this winter we've got
 3321  really extreme rain a lot of storms I'm
 3323  sure that have made like National
 3325  headlines
 3326  and I've realized taking kind of a note
 3329  from Karen Apollonia Mueller the great
 3331  photographer that I showed you
 3332  earlier
 3334  photographing in overcast light or in
 3337  just straight up rain let alone just
 3340  living in it and dry and existing in Los
 3342  Angeles in that weather the entire city
 3345  is different it's absolutely different
 3348  and I've realized more recently man like
 3350  if I if I switch this up if I photograph
 3355  and and rain the entire city is
 3358  different the surfaces become
 3360  shiny and everything is exposed at the
 3364  same light everything's in beautiful
 3365  overcast softly lit beautiful very
 3368  forgiving
 3370  Shadows uh and so if I'm making this
 3372  project about the water system I it's
 3374  really almost irresponsible for me to
 3376  even talk about this because I've like
 3379  literally basically just started it I'm
 3382  like there's so many times living in Los
 3385  Angeles on the highway system system
 3386  where the highway system parts of it are
 3389  ground level but a lot of it like what
 3391  we just passed under you know goes
 3394  above above street level and so you get
 3397  these glimpses of incredible angles of
 3399  the street and of Los Angeles very
 3403  specific to the construction of the
 3404  highway system anyway this is I believe
 3407  relative to the river system in that
 3409  both systems run right next to each
 3410  other they kind of dance alongside each
 3412  other and having photograph the river
 3414  for New York Times magazine the thing
 3416  thing that was most interesting to me
 3417  about making those projects is where the
 3419  river intersected the highway system
 3422  they really run like right alongside
 3423  each other and they're both these
 3425  enormous concrete vessels and they have
 3428  the same Spirit they're kind of equally
 3430  extreme they are both dedicated to
 3433  Flushing things out the river system
 3436  while we complain about not getting
 3438  enough rain or not being in a drought or
 3441  not absorbing enough rain water we flush
 3445  it out the concrete river system that is
 3447  dedicated to pushing the water out into
 3450  the Pacific pushing it down to Long
 3452  Beach it's 51 Mi like 30 of those or
 3455  maybe 25 of those are a straight shot
 3458  they're a straight shot straight into
 3461  Long Beach and in shooting that it made
 3463  me realize like damn two months on this
 3466  river is not nearly enough time to
 3468  really do this diligently and so I've
 3471  been hitting it again and again and it's
 3473  been this thing kind of eating at me
 3474  like man I could that needs more work I
 3477  can refine that I can refine that so let
 3480  walk tired of being in this
 3484  [Music]
 3489  car the orange of this building is so
 3494  [Applause]
 3495  fabulous so this is a quality of like
 3498  Northeast Los Angeles that I really
 3501  really really am moved by like just
 3510  like look at these Shadows does that not
 3513  just the way these trees cast it and and
 3516  look at the repainting that's
 3518  happened and the dirt that build
 3522  up oh and like the buffed Tags I'm so so
 3526  so interested in like this is so awesome
 3541  yeah yeah that's so cool just this
 3545  orange is like so electrifying man look
 3547  at all look at all of these oranges you
 3550  know I mean this
 3552  is I think spending time on my it's
 3556  which is funny cuz we're driving today
 3557  but I think spending time on my
 3560  bicycle
 3561  again having it once been about this
 3566  spending enough time on my bicycle has
 3568  made me realize that I mean this is a
 3570  frame right here this could be a photo
 3572  it doesn't need all the chaoticness and
 3575  the F-16 or f8 or
 3578  whatever and there's more things like
 3580  we'll continue walking I mean
 3584  like maybe this is what happens when you
 3586  go to Art School
 3589  like I me this is a photo this this in
 3592  of itself is a frame that has so much
 3596  much information to it and I think I've
 3599  just there's been this really weird
 3600  transition where I've been looking at
 3602  these objects in the city and walls and
 3605  surfaces and realizing that a picture is
 3607  in like any two-dimensional surface
 3611  rectangle has the has some kind of value
 3616  that I am really really interested in
 3618  and I'm exploring that in my work and
 3619  it's in early stages where I don't even
 3622  really have that much to show yet but
 3624  like give me two years and like
 3626  [Music]
 3628  I think there's something interesting
 3631  [Music]
 3633  happening wow I
 3635  mean even like this how do you approach
 3638  goals when it comes to your photography
 3641  like shortterm
 3642  longterm none at
 3645  all wow that's so
 3648  nice
 3651  um I mean if I had a goal to
 3657  you know if I have a goal to make a
 3658  certain kind of work to like make work
 3660  in New Paris or to make work about my
 3662  friends I got two months I got to make
 3664  this thing or to try to you know get
 3667  more oneon-one commissions or something
 3670  it really all just comes back to making
 3672  the work just keep making work and do
 3674  what I can to not okay now this is
 3677  really oh this is so good right here um
 3680  all goals I have are just related to
 3682  making the pictures I mean yes there's
 3684  some goals that are maybe like
 3687  more annoying like oh I need to reach
 3689  out to someone to try to maybe see if
 3692  they're interested in exibiting this
 3694  work or in publishing this work
 3696  generally it all just points back to
 3698  making the
 3699  pictures which again I it goes back to I
 3701  think what my if I had like a thesis
 3704  about making the
 3705  work it's
 3709  to I don't want it to be mindless but I
 3712  don't want it to be preconceived I
 3713  really want to try to just let it flow
 3717  naturally needless to say of course
 3720  thinking about the work plays an
 3722  enormous role and I think a lot of my
 3725  recent developments as a photographer
 3728  has been from trying to come up with
 3730  something that is like maybe
 3732  intellectually sound or has purpose not
 3734  something totally mindless like snapshot
 3736  but something with more of a back kind
 3739  of a a backbone to it that could be an
 3742  intellectual idea something that relates
 3745  to myself whatever
 3748  um I don't have an answer I mean it's a
 3751  balance and and I'm oscillating
 3753  constantly
 3754  between feeling
 3757  like you know the downhill parts are the
 3759  most pleasur pleasurable Parts but
 3762  that's I mean that's like what the
 3763  shooting should feel like it's just
 3764  effortless if there's any challenging
 3766  part to it it's it's asking myself does
 3768  this work does this make
 3770  sense um is this interesting do we need
 3774  this do I need this is is this is this
 3777  pointless you know like I mean I ask
 3779  myself those questions every day you
 3781  know I take P maybe I'm answering this
 3783  question to ear like I take
 3786  pictures because I need to be in the
 3788  world every day I look outside my window
 3790  and I'm just like [ __ ] oh my God the sun
 3794  oh my gosh this wall holy [ __ ] I I it's
 3797  a itch that it's like so compulsive and
 3801  such and now I think that's the human
 3803  need I think the human need is to de a
 3806  resonance to the world to other people
 3809  to where I'm from I'm working where I
 3810  from where I'm from some people work in
 3812  places where they move to where they
 3814  visit whatever the case may be there is
 3816  something so specific to working where
 3819  you're from that's what I'm doing and I
 3823  don't know anyone I'm sure plenty of
 3825  folks are watching this making pictures
 3828  where they're
 3829  from I feel like I H like I feel Pride
 3833  you know like I'm playing for my
 3835  hometown
 3836  like and I grew up playing basketball so
 3838  I put things in basketball terms all the
 3840  time like I got to like I got to W this
 3843  place and with that comes responsibility
 3846  I guess I'm trying to say there sh there
 3849  is a responsibility to being a
 3851  photographer that we sign up for and to
 3853  participate in that conversation means
 3855  we're going to get it wrong all the time
 3857  but it's that
 3859  1% that literally mathematically it is
 3862  guaranteed that you will make more good
 3864  work with the more you shoot that's such
 3867  an
 3868  interesting well that's a guarantee the
 3870  more photos you take the more good ones
 3872  you'll get I mean again maybe a little
 3874  high lutant but generally how could that
 3878  not be true nice who
 3882  [Applause]
 3884  [Music]
 3894  [Music]
 3908  wow so earlier you kind of mentioned
 3910  that you have a mentor SL Father Figure
 3913  or whatever you want to call it and
 3914  Richie Sandler Richie how did that come
 3918  about and then
 3920  how would you recommend somebody else
 3923  great question well before I even get
 3925  into I want to kind of acknowledge that
 3929  it was my relief to find
 3931  that photographers are really like
 3934  giving charismatic
 3937  people that yeah sometimes folks will
 3941  have their walls up or kind of be
 3943  protective about what they do but
 3945  generally like real recognize real you
 3948  know and maybe that's just me getting
 3949  lucky but man there has been a long long
 3956  list of photographers older than me and
 3959  more experienced than me who have really
 3962  taken me in that's been so enormous in
 3964  my development in a way that I really
 3966  don't think I could create if it
 3970  wasn't for the
 3975  generosity of of many people I mean yes
 3979  Richard Sandler he was has been really
 3982  really really helpful um it was like she
 3985  of 2020 right before the pandemic he was
 3988  having a show in Los Angeles I'd known
 3990  of his work for
 3991  years no idea he knew me but he just
 3994  reached out to me and said hey I need a
 3995  dark room to print at to make some final
 3997  prints for this
 3999  show uh do you know of a place and I
 4002  offered him to print at the art High
 4004  School I was going in Downtown LA he
 4006  ended up finding another place but I
 4008  went to his exhibition we chatted he
 4010  shook my hand and told me he liked my
 4012  photos and I was like what
 4015  and then we just kind of I started
 4018  calling him and he'd pick up and we talk
 4019  for like 4 hours about photo in Los
 4023  Angeles and all these very interesting
 4025  conversations we had together he put a
 4028  he he really you
 4030  know breathed some oxygen into my Embers
 4034  and so did Daniel
 4036  Arnold whether or not he really realizes
 4039  I mean of course that guy is like the
 4040  ultimate giver and the
 4043  ultimate sharer of Secrets democratizer
 4046  of of this world and I know he's been so
 4050  helpful for so many people including
 4051  myself so in terms of like advice
 4054  finding mentors I didn't answer your
 4056  question noan that was that was the
 4057  first part of it I don't know cuz they
 4058  kind of found me I didn't I didn't
 4060  pursue Richard I guess I pursued Daniel
 4063  only by finding him here's here's what I
 4066  would say is that most of my
 4067  relationship with photography has
 4070  been from a very young age I knew what I
 4074  liked I I didn't know about myself about
 4076  the work I was making but I KN I had a
 4078  compass that pointed me to [ __ ] that I
 4080  was
 4081  into I was never like Indi like oh yeah
 4085  photos that's I think I like that I
 4086  don't know I can't really tell sometimes
 4088  I see things in life I don't really know
 4089  about like a movie or I don't
 4092  know I was never indifferent about
 4095  photography I always had a really strong
 4097  reaction to it and I think it's you know
 4100  man and no disrespect to anyone not to
 4104  sound so grandiose but
 4105  [Applause]
 4107  there's a lot of people in this world
 4109  who are pretty
 4112  mellow who are pretty like oh yeah
 4114  that's cool oh yeah I don't really [ __ ]
 4116  with that just like pretty relaxed if
 4119  you know me you know I'm not that way
 4122  man
 4123  like if I love something oh my God I'm
 4126  going to yell about it from the mountain
 4128  tops if I don't I'm going to [ __ ] on it
 4132  like I have for whatever reason a kind
 4137  of a strong emotional reaction to things
 4140  and I think
 4141  it's maybe by nature of that just by
 4144  having for myself a compass as to like
 4146  i' if you were to ask me at any moment
 4148  what do you like I would just uh you
 4150  know gred cheese uh Massive Attack uh I
 4155  don't like gred cheeses I don't said
 4156  that I just tell you things I I
 4159  loved uh one second
 4163  [Applause]
 4173  [Applause]
 4186  o there's never been a moment where I
 4188  wouldn't be able to tell you what I
 4191  loved and I
 4193  think it's having a
 4197  bite it's really having like an intense
 4201  feeling about something that's really
 4202  guided that has really guided me and and
 4205  maybe in some weird spiritual way
 4207  brought people that I've admired to me
 4209  and brought me to them also yeah I'm
 4212  taking pictures in the age of Instagram
 4215  and the chance for connecting in a way
 4219  that's superficial or not is like
 4221  probably as great as it's like ever been
 4224  that's such a non an answer but if you
 4227  really give a [ __ ] about something
 4229  really do it really do it and that's
 4231  kind of what Daniel told me it was that
 4234  sounds so corny
 4237  but like if you really like it you're
 4239  going to have to what like oh I don't
 4242  really think it's going to work out so
 4244  I'm going to stop I would have never
 4246  stopped taking photos if I don't get
 4248  another assignment or another like on
 4252  Instagram I'm still going to be taking
 4254  pictures
 4255  I ask myself today there's all different
 4257  kinds of versions of this like is this
 4259  art that's my new concern is this an
 4261  artistic practice or something else
 4264  let's say it's not art when I'm going to
 4266  stop taking photos it's just it's the
 4268  same thing every time it's just it's
 4269  kind of is this chameleon of insecurity
 4271  that the shape shifts into different
 4273  things I'm going to keep doing it it's
 4276  kind of my answer [ __ ] I don't know I
 4279  hope that's
 4282  constructive kind of goes back to what
 4283  we saying earlier it's just keep doing
 4286  the work keep making the work man I've
 4290  bummed myself out and haven't picked up
 4292  the camera I've gone through depressions
 4293  where I can't make the work and then
 4295  retrospectively I'm like oh my God I
 4296  made that so much worse because I wasn't
 4298  making work because I wasn't applying I
 4301  was just i' go out and I wouldn't fully
 4303  commit and I'd walk with my head down
 4305  what am I
 4307  doing in the rush of making a photograph
 4310  that really
 4311  works in the mess of my own
 4315  indecisiveness insecurity doubt shame
 4320  confusion self-consciousness
 4324  whatever the fact that a good photograph
 4327  is a remedy to that is it's so
 4328  ridiculous
 4331  like it's a big deal to make a photo
 4333  that really works I don't know about you
 4335  but wow the way that I scream in my 500t
 4340  apartment when I scan something that's
 4341  great it's
 4343  ridiculous that's
 4345  what I really need is like it just buys
 4348  me a little bit of time okay I made a
 4350  good photo okay it's going to buy me
 4352  about 6 weeks okay I got to really go 6
 4354  weeks AG if it's longer than 6 weeks I
 4356  really start to get worried and nervous
 4359  like I get hungry and all [ __ ] up and
 4361  I can't right now I'm I need to stay
 4364  home and feel weird I just need a good
 4366  photo to oh yeah I'm back on the surface
 4368  hey everybody and I'm good I'm back to
 4370  me and they're all fine and I'm I'm not
 4373  worried literally
 4378  literally yes it's process yes it's
 4380  commitment yes it's like spiritual but
 4382  it's also just about making something
 4384  that's
 4389  works I'm going to go out on the
 4397  road I guess to aous about treeold
 4402  [Applause]
 4403  wow wow ow oh it's going to be
 4409  good just this light I hope I'm metering
 4412  for it
 4415  though
 4417  okay yeah I think I
 4424  am I'm just into this crazy last seconds
 4427  of gold light keep going chase the life
 4430  I'm also thinking much more about coming
 4433  up with something that's like kind of
 4435  harmonious like in a way that I think
 4437  deals with repetition more than other
 4439  things it used to be like the New Paris
 4440  work it's like a photo of a baby and a
 4442  photo of my grandfather and a photo of
 4443  my sister and a photo of the [ __ ]
 4445  house and a photo like I'm kind of oh
 4448  wait this is so
 4451  good I'm kind of over
 4454  that I want
 4456  like kind of the same note same note
 4458  same note same note same note something
 4460  really
 4461  [Applause]
 4462  droning holy [ __ ] mom
 4477  that's
