# A Day with Stephen Vanasco in Los Angeles (Walkie Talkie episode 88)
# https://www.youtube.com/watch?v=cpdytzJ24xo
# length 39 min

## DESCRIPTION
*This episode is made possible with support from Squarespace.*
Support Walkie Talkie by going to https://www.squarespace.com/paulieb. 
Use code "PAULIEB" & get a 14 day free trial and save 10% oﬀ your first purchase.

Follow Stephen: https://www.instagram.com/stephenvanasco/
Stephen's Gear: Leica MP w/ 35mm Summicron 

__________________
Shoot film? Get your film developed and scanned at Nice Film Club!
Join the club today using this link: 
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub


__________________
Interested in working together? Sponsorships, Brands, Collaborations: 
Email me: contact@paulbaldonado.com

Want to send me something? 
mail me here: 
PO BOX 422 
Jersey City NJ 07303
(but also send me an email or DM notifying me) 

follow me on IG: https://www.instagram.com/paulie.b/


__________________
Gear used to create this video: 
Video: 
DJI Osmo Pocket 3 (https://amzn.to/3R6Vr7t)
Mics: 
Rode Wireless Go II (https://amzn.to/3V0QBtt)

this video was edited by Javier “Xavi” Rodriguez (https://www.instagram.com/_xavi_javier/)

__
Chapters 
00:00 Intro
01:11 Gear Talk
02:45 Anti-Genre Photography
05:55 How Photography Started in Adult Film
08:56 Van Styles; Where the Name Came From
09:55 Dropping the Name, Losing 800,000 Followers
12:36 Hollywood & Vine; Winogrand's Corner
15:44 Point of Departure; The Dorothea Lange Story
17:14 The Daughter Project
20:56 Artists Are Selfish; The Dan Winters Story
21:57 Making a Living Without Ad Campaigns
25:24 The Stolen Leica
26:58 Squarespace
28:13 Shooting LA After COVID
36:29 How to Define Success
39:07 Outro
--
#streetphotography

## TRANSCRIPT (seconds  text)
 1526  you traveled, you got your camera
 1527  stolen.
 1529  You want to tell the audience about this
 1530  this little story?
 1531  >> Yeah, it was a up story. LA,
 1533  unfortunately, over the past years has
 1535  kind of been prone to smash and grabs,
 1537  and this was about 10:00 in the morning
 1539  out in the valley, parked in a shopping
 1540  center, went in for about 30 minutes,
 1543  car got broken into.
 1545  This exact MP with some lenses and other
 1548  stuff was was taken. Super
 1550  heartbreaking. Like, surprisingly
 1551  enough, a few months later, I saw a few
 1553  items pop up on eBay connected to a pawn
 1557  shop in
 1558  the valley.
 1559  I just showed up there as soon as they
 1561  opened one morning and asked them like,
 1562  "Hey, do you guys have Leica stuff
 1564  here?" And they're like, "Yeah, actually
 1565  we do." And then I provided my police
 1567  report. I showed them prior photos I had
 1570  of the gear. They were great in the
 1572  sense of that they understood.
 1573  Oh, yeah, this is your stuff. You're not
 1575  making it up cuz I told them like,
 1576  "Yeah, my car was broken into in this
 1577  time. Stuff was taken." It lined up with
 1580  when the person came in with the bag to
 1582  them.
 1583  And I'm just thankful that I recovered
 1584  it and thankful that the pawn shop was
 1587  very easy going in
 1589  getting the stuff back to me. It was
 1591  crazy cuz, like I said, I have a silver
 1593  body and on eBay was just a silver one.
 1597  And so, I was just like, "Oh, if I can
 1598  at least get one back,
 1600  that's something."
 1601  When I went there, he was like, "Yeah,
 1603  we actually have a black one in the
 1605  back, too, that came in with it." And
 1606  like, you don't understand like the
 1608  sense of relief
 1611  like that I felt. My heart was just like
 1612  Jesus Christ. Like thank you God.
 1615  For for allowing this to reconnect to me
 1618  and you know, get it back.
 1619  >> Quick break. Thanks Squarespace for
 1621  supporting this episode. If you're
 1622  building a website for your photography,
 1624  for your business online, Squarespace
 1626  makes it really easy to get something
 1628  clean and professional online without
 1630  having to start from scratch. See, they
 1632  have a ton of different templates you
 1633  can choose from [music] to get you to a
 1635  starting point. Whether you want to
 1636  build a portfolio, build a personal
 1638  site, a blog, or even an online store.
 1640  [music] They've got the built-in tools.
 1642  So, if you don't know where to start, if
 1643  you don't know what to say, they can get
 1644  you jump-started real quick. And if you
 1646  got things you want to sell like prints,
 1648  scenes, books, merch, or anything else
 1651  like courses, workshops, Squarespace has
 1654  the built-in e-commerce tools so you can
 1656  manage products, take payments, and keep
 1658  everything in one place. [music] And
 1660  that is the best thing about it. It's
 1661  not just a portfolio builder. It is
 1664  truly a place that you can have
 1665  everything about you and your
 1667  photography and your creative business
 1668  [music] or anything you want online in
 1671  one place like a home base. So, if
 1673  you're ready to build your site, head to
 1674  squarespace.com/pollyb.
 1676  Start your 14-day free trial. And when
 1678  you're ready to launch, make sure to use
 1679  that code pollyb. Get 10% off your first
 1682  order. Now, using that link is a simple
 1684  way to support Walkie-Talkie to keep the
 1686  series going. So, be sure to do that.
 1688  And as always, shout out to Squarespace
 1689  for supporting this episode. Now, let's
 1691  get back to it.
 1692  >> After COVID and a lot of work from
 1694  [music] home and a lot of stuff, it's
 1695  like pre-COVID street photography in LA
 1698  was a little bit different, I think.
 1699  Blocks you can walk without really
 1701  seeing people cuz a lot of these
 1702  buildings that were packed office
 1704  buildings now aren't. But then also LA
 1706  is built on the ideas of cars and
 1708  freeways. I don't solely just wait for
 1711  people to be in the frame or
 1713  gestures and moments. If I just find
 1714  like an interesting
 1716  setting,
 1717  architecturally, textures, light and
 1720  shadows, like I'll just make a photo of
 1721  that, too.
 1723  If you're kind of solely waiting for
 1724  grand moments to happen,
 1727  you might not get anything that day.
 1729  Being able to incorporate other elements
 1730  of the city cuz to me, street
 1732  photography, like the city is a person,
 1734  our subject matter in the story, right?
 1737  So, someone whose work that I really
 1739  liked of how he incorporated different
 1740  things was Fred Lyon.
 1742  Uh amazing SF street photographer. Well,
 1745  like
 1746  I saw how he would incorporate aerial
 1748  photographs with the street.
 1750  Kind of showed showcasing the setting,
 1752  opening shot of a movie. This is the
 1754  landscape. This is what's All the stuff
 1756  on the ground is taking place here.
 1759  And I think when making street work,
 1762  you can incorporate breathing room
 1763  between moments and
 1765  these grand things with humans,
 1767  architecture, texture, shadows
 1769  that space it. Or maybe there's a
 1771  relation of shapes within one frame to
 1773  the next frame that on a page or layout
 1777  hanging in a gallery work great
 1778  together. It's like lifting weights at
 1781  the gym as long as you're like ready
 1782  with your camera making photos of things
 1784  you find interesting. When that thing
 1785  does pop in front of you, you know,
 1787  you're ready to make it happen with your
 1788  camera. There's like a lot of Art Deco
 1790  architecture on Wilshire using materials
 1792  that like just don't get used anymore.
 1794  It's like a bit of this older LA that's
 1797  kind of slowly slowly um disappearing,
 1799  but these are the things that make Los
 1801  Angeles what it is.
 1803  >> When you first started, who were like
 1805  the photographers or the influences at
 1807  that time for you?
 1808  >> sense of like older greats, so I would
 1811  say like Ari Marcopoulos.
 1813  I really liked his photographs at the
 1814  time. He was an early influence on me.
 1817  Ralph Gibson, like he his work blew me
 1820  away. Like just how I interpreted what I
 1822  saw. Fred Lyon's stuff.
 1825  Martine Franck, her work was really
 1827  good.
 1828  Imogen Cunningham, her work was good.
 1831  And just about everyone I'm naming, what
 1833  I realized like the relation with all of
 1834  them, they all shot a lot of different
 1837  things. They never shot one just one
 1839  subject. They broke off and did other
 1841  stuff.
 1842  >> Any recent discoveries that you
 1843  >> I mean, recent discoveries, I would say,
 1846  you know, Matt Stuart's show with him at
 1848  the Leica thing and I think he was on
 1850  your show Adulay, right?
 1852  His work, I think is is really
 1854  interesting and really good. Timothy
 1856  McGurr, 13th witness.
 1859  You know, I like his aesthetic and how
 1861  he
 1862  really stays true to himself and not
 1864  trying to like
 1866  alter to appease like other people what
 1870  they might want to see. I mean,
 1871  obviously, I think street wise, like one
 1873  of the greats, Daniel Arnold. I think
 1876  he's just genuine,
 1878  intelligently spoken, and has a great
 1880  knack for what he's doing.
 1882  Andre Wagner as well. I think he's like
 1885  living
 1886  a living great that we're witnessing.
 1916  All right, let's try this again.
 1942  Welcome to beautiful downtown Los
 1943  Angeles.
 1945  But this zone
 1947  like COVID did a massive number on
 1949  downtown. Downtown was on a massive
 1950  uptick
 1952  prior to that. Just a lot of shuttered
 1954  storefronts and places. So,
 1958  you know, it's kind of like one of those
 1958  things where uh you know, if I go to New
 1961  York and visit and I see SoHo,
 1963  I feel like downtown has similar
 1964  potential.
 1966  Loft living,
 1967  street-level storefronts,
 1970  you know, I think one day
 1971  it'll get to something like that.
 1974  Not to say that I want to see like
 1977  chain stores.
 2009  Kind of about as LA as it gets.
 2011  >> So, is like downtown here
 2013  is this like an area a lot of street
 2015  photographers gravitate towards?
 2017  >> Yeah, so I mean, I guess in the sense of
 2018  trying to do street photos in LA, you're
 2020  looking for something similar to New
 2022  York or maybe SF where a lot of foot
 2024  traffic, dense where everyone's kind of
 2026  congested together. Broadway right here
 2028  is one of those streets that you could
 2031  find that.
 2032  Uh even kind of like the outer blocks
 2034  around here, you could find that.
 2037  Um Wilshire, I think was one of them
 2038  Holly like
 2039  Hollywood Boulevard is one of them.
 2042  The boardwalk in Venice is another one.
 2044  So, we have like a handful of places,
 2046  but they're all like you notice they're
 2047  all miles apart from each other. It's
 2050  not like one continuous stretch where
 2051  you can just walk and there's always
 2052  something.
 2053  But this for downtown, this is it. Um
 2056  if you go a bit
 2059  bit east, then you're going into Skid
 2061  Row
 2062  where a lot of displays, uh homeless
 2064  people are at. Um
 2066  you know, I think some people may
 2068  venture off that way.
 2070  Uh
 2071  >> it's not necessarily my cup of tea, so
 2072  it's not subject matter I'm looking to
 2075  go photograph. So, you know, I'll kind
 2077  of lap around here. Um
 2079  a few blocks west is our financial
 2082  district. But again, after COVID, uh a
 2085  lot of the bodies that work in the
 2086  office buildings aren't really there
 2088  anymore.
 2089  >> It's been a while since the the
 2092  shutdown, since the pandemic. Do you
 2094  feel like it's been like it's coming
 2096  back? It's on the uptick or is it still
 2098  kind of flat?
 2098  >> It's flat. Uh flat or possible slight
 2101  even more slight downtick. But yeah,
 2103  it's gnarly, like
 2104  this is a downtown in one of America's
 2107  biggest cities, and you know
 2110  Yeah, and I think like stores like these
 2113  are just grandfathered into some
 2114  probably insane long lease that they
 2116  paid dirt cheap for years ago, and
 2119  yeah, I would imagine property owners
 2120  are probably just waiting
 2122  for it to uh run out.
 2142  Got in my shot with this cart.
 2144  >> You're a big proponent of printing your
 2146  work. What did it do for your
 2148  photography?
 2149  >> I think it did a lot. I think printing
 2151  is a key essential part of photography.
 2154  I think the whole concept of a
 2155  photograph is something printed. You
 2157  know, if you have the money or the means
 2158  to go buy like you know, these big
 2160  cameras that you like,
 2163  you chances are you might have enough
 2164  money to buy a printer to bring it home
 2166  at least, like a smaller one, and just
 2167  kind of start the process of doing it.
 2171  How you doing?
 2173  Ladies, I like the hair. You guys are
 2174  great. Have a good one.
 2189  >> How would you define success as a
 2191  photographer?
 2191  >> I think I think success is just
 2193  feeling good about what you're doing,
 2195  being proud of the photographs you're
 2196  making. Success is seeing growth in your
 2198  work. I think just happiness, right?
 2200  Like no matter what I was going through
 2202  my life, I had photography. If I did
 2204  photography, it made me happy. It put me
 2205  in a better headspace. Better headspace
 2208  allows me to interact with family and
 2210  friends in a better way.
 2212  More clear-headed when I'm making
 2214  choices or decisions in life. And I
 2216  think following like this gut feeling of
 2218  like I just want to see this thing that
 2219  makes me happy.
 2221  Let me do it as much as I can and as
 2223  often as I can.
 2224  And if I can just get by on life in some
 2227  form, but do this, then I'm winning.
 2232  Yeah, so this is our financial district.
 2234  A little bit tiny compared to New York,
 2236  but
 2237  >> All right, Steph, finish this sentence.
 2239  I take photos because
 2241  >> I have no choice.
 2242  It's it's equivalent to breathing. It's
 2244  equivalent to living.
 2247  >> [snorts]
 2247  >> Waking up, sleeping. It's it's just at
 2250  this point it's an extension of me that
 2252  I can't live without.
 2256  >> Do you feel like sometimes it's hard to
 2257  explain to someone who doesn't have that
 2259  thing?
 2260  >> Yeah, that thing. And that I've met
 2262  people who are painters who have that
 2263  thing. People who are runners,
 2265  skateboarders. It's not so much as a
 2268  matter of your identity or existence,
 2269  but it's just a matter of it's just it's
 2271  embedded into you. That to not do it
 2273  feels very uh alien.
 2276  It feels very naked not to. It's not the
 2278  concern of like I have to make a great
 2280  photo every day. For a lot of us it's
 2282  not about that. And that's what
 2283  separates it from a goal-pointed thing
 2286  or you know, a chore.
 2289  You know, the matter is as long as I'm
 2291  just putting in the effort the best you
 2292  can that day to do what you can that
 2294  day.
 2295  And keep moving, right? It's like no
 2297  matter some days can be failures.
 2299  Some days might not be ideal, but you
 2301  keep moving, and then those greater days
 2304  come.
 2305  And those are the days that really like
 2307  hit you and excite you and remind you
 2310  why you're doing it.
 2314  This was like the iconic street if you
 2315  ever saw the movie Heat. Crazy crazy
 2318  shootout scene they did over here.
 2321  They blocked it off from there to there.
 2326  Film production's died down. I guess
 2328  it's extremely expensive and
 2330  a lot of hurdles to get through to do
 2332  it, unfortunately.
 2334  I think right now they're trying to like
 2335  film a new uh revised Baywatch in
 2338  Venice. But again, getting out in LA and
 2340  walking around, even if you're like a
 2342  fashion photographer, there's like a lot
 2343  of cool
 2344  backdrops and settings you might come
 2346  across walking around versus just slowly
 2348  driving.
 2349  >> All right, that's going to do it for
 2350  this episode of Walkie Talkie. Stefan,
 2352  thanks for hanging it out with me today.
 2354  >> Thanks for coming out. Thanks for
 2355  letting me show you around how I see Los
 2357  Angeles. Hope you guys enjoy it.
 2359  >> Yeah, let the people know where they can
 2360  show you some love.
 2361  >> Uh website is just my name,
 2363  stefanvanasco.com.
 2365  Same across all social handles,
 2367  Instagram, Threads, uh Facebook, etc.
 2371  Drop me a line and say what's up.
 2372  >> All right, dude. Peace.
 2373  >> See you.
 2375  >> Now when they see us in the streets, all
 2377  they want to do [music] is take pics,
 2378  and I'm like, "Okay."
