# L.A.'s most popular street photographer? -- Walkie Talkie w/ Jeremy Paige (around the U.S. ep 7)
# https://www.youtube.com/watch?v=E97-PxWYPAI
# length 39 min

## DESCRIPTION
Support Walkie Talkie by signing up for squarespace here: https://www.squarespace.com/paulieb. 
Use code "paulieb" & get a 14 day free trial and save 10% oﬀ your first purchase.

Follow Jeremy: https://www.instagram.com/eatenbyflowers
Jeremy's Gear: 
Nikon F4 (https://shrsl.com/4lyc5)
Nikon AF-S NIKKOR 20mm (https://shrsl.com/4lyc6)
Nikon AF-S NIKKOR 24mm (https://shrsl.com/4lyc7)

--
Watch the 1 hour extended cut of this video by joining my Patreon community (along with 25+ other extended cuts): https://bit.ly/PaulieBPatreon

--
Have film to process? You should send it to the amazing team at Nice Film Club. Get 10% off your first order (including memberships!) with code "NFCPAULIE". See Why they're the best in the game
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub


--
Buy your next camera at KEH using the link below + get an additional 5% off using code 'PAULIEB24'
https://bit.ly/KEHxPaulieB

You can also sell your gear to KEH and get a bonus 5% back by using code: 'PAULIEB24-SELL'
--
Support the channel by buying my latest zine: 
https://bit.ly/NOTASWEKNOWIT_ORDER

--
email me here: contact@paulbaldonado.com

mail me stuff here: 
PO BOX 422 
Jersey City NJ 07303

my IG: https://www.instagram.com/paulie.b/

--


Gear used to create this video: 
Video: 
DJI Osmo Pocket 3 (https://amzn.to/3R6Vr7t)
iPhone 15 Pro Max
Mics: 
Rode Wireless Go II (https://amzn.to/3V0QBtt)

--
#photography #streetphotography #filmphotography

## TRANSCRIPT (seconds  text)
 2095  shoot in Boston and he was shooting
 2098  the city gray and just like he was doing
 2102  all these really cool things and I
 2103  thought wow there is there's someone
 2104  there's someone who can do that here so
 2106  I can do that here if he can and I
 2109  started mimicking you know like oh how
 2111  would he do this oh like higher ftop
 2114  things like that and and sure enough it
 2117  just evolved into my own thing there's
 2120  so many talented photographers out there
 2122  good God it's it seems it's another
 2125  thing it seems so weird that some people
 2128  even classify
 2130  me in in some of these lists and things
 2133  like
 2135  dude
 2137  I'm I don't know that's why I have an
 2139  aversion to the word photographer I get
 2141  so scared of
 2147  it I almost I think I got it
 2155  [Applause]
 2156  [Music]
 2172  oh I'm sorry
 2190  that
 2199  [Music]
 2209  sorry you ever think about Legacy yeah
 2212  dude I do all the time if your photos
 2214  can live on it's kind of like you're
 2216  still living right
 2218  it's like when a family member
 2219  dies and you remember them it's kind of
 2222  like they're still
 2223  here I just get scared of taking myself
 2226  too seriously I used to take this really
 2228  seriously really really seriously and
 2230  I'm trying to not do that
 2234  anymore because when something doesn't
 2236  go right it affects your whole life you
 2239  know when taking pictures is your whole
 2241  life and then you have a week of not
 2244  getting any good pictures it feels like
 2246  your whole life is a shame a waste you
 2248  know but if you disconnect them where
 2251  it's just two different entities
 2283  higher quality to you just out the top
 2286  of your
 2290  head made out
 2295  of no I'm sorry oh my
 2301  god dude we both missed
 2305  it we both missed it what the [ __ ]
 2309  I we were both like what the
 2311  f wow that was a first dude oh my God I
 2317  wish I would have got that I usually
 2319  don't take pictures of kids but best
 2321  photo of the day was a mental picture
 2324  perfect great I hope they come back
 2327  around should probably spit in my
 2331  face all right Jeremy finish the
 2333  sentence I take photos
 2335  because because I'm bored
 2341  I need something to
 2351  do you look
 2353  great all right that's going to do it
 2355  for this episode of walkie-talkie Jeremy
 2357  thanks for hanging out with me today bro
 2359  thanks I appreciate it yeah let's people
 2361  know where they can find your work and
 2362  show you some love uh Instagram eaten by
 2365  flowers all right appreciate it man
 2367  thank thank you now when they see us in
 2369  the streets all they want to do and I'm
 2372  like okay
 2375  [Music]
